key,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Rol,Win
565,BG12,Alliance,Warrior,3,1,25,13093,174,777,dps,1.0
566,BG12,Alliance,Warlock,4,0,36,75698,14705,811,dps,1.0
567,BG12,Alliance,Warrior,4,1,36,63787,7516,811,dps,1.0
568,BG12,Alliance,Monk,0,1,32,516,117000,795,heal,1.0
569,BG13,Horde,Warrior,2,4,29,19886,2915,532,dps,1.0
570,BG13,Alliance,Paladin,0,3,16,16158,8072,201,dps,0.0
571,BG13,Horde,Demon Hunter,9,3,36,17010,13374,400,dps,1.0
572,BG13,Alliance,Rogue,2,6,17,10223,1022,204,dps,0.0
573,BG13,Alliance,Demon Hunter,2,5,27,18184,1077,224,dps,0.0
574,BG13,Alliance,Monk,9,5,31,26001,18171,236,dps,0.0
575,BG13,Horde,Warlock,3,3,32,27319,20566,388,dps,1.0
576,BG13,Horde,Warrior,2,3,7,7190,72,486,dps,1.0
577,BG13,Horde,Shaman,2,2,21,18661,3799,503,dps,1.0
578,BG13,Horde,Hunter,8,4,33,47819,2398,391,dps,1.0
579,BG13,Alliance,Hunter,7,2,28,32654,1827,230,dps,0.0
580,BG13,Alliance,Death Knight,3,3,26,26450,8498,226,dps,0.0
581,BG13,Horde,Shaman,1,6,27,5136,47706,525,heal,1.0
582,BG13,Alliance,Paladin,1,3,14,3918,5727,197,heal,0.0
583,BG13,Alliance,Druid,2,3,20,28567,6885,212,dps,0.0
584,BG13,Horde,Shaman,4,5,29,17411,6764,529,dps,1.0
585,BG13,Horde,Priest,5,4,24,25677,14269,369,dps,1.0
586,BG13,Alliance,Paladin,1,3,27,3320,56390,224,heal,0.0
587,BG13,Horde,Paladin,2,0,12,8004,1824,505,dps,1.0
588,BG13,Alliance,Demon Hunter,7,5,29,43702,2318,232,dps,0.0
589,BG14,Alliance,Mage,2,3,16,17842,4086,509,dps,1.0
590,BG14,Horde,Warrior,2,5,16,12875,9739,173,dps,0.0
591,BG14,Alliance,Hunter,10,2,37,39952,6818,551,dps,1.0
592,BG14,Alliance,Warlock,2,3,28,19670,15925,382,dps,1.0
593,BG14,Alliance,Demon Hunter,1,4,27,20314,2488,374,dps,1.0
594,BG14,Horde,Warrior,5,3,16,12360,897,177,dps,0.0
595,BG14,Alliance,Druid,0,3,20,1449,34559,361,heal,1.0
596,BG14,Horde,Demon Hunter,6,3,22,27615,5366,193,dps,0.0
597,BG14,Alliance,Warrior,8,3,36,33178,2201,394,dps,1.0
598,BG14,Horde,Shaman,1,6,22,7179,42196,194,heal,0.0
599,BG14,Horde,Warlock,2,5,21,22808,13292,189,dps,0.0
600,BG14,Alliance,Druid,10,1,44,43183,8469,565,dps,1.0
601,BG14,Alliance,Warrior,8,1,32,17498,3366,538,dps,1.0
602,BG14,Alliance,Paladin,5,2,40,33816,12701,560,dps,1.0
603,BG14,Horde,Death Knight,4,7,18,29558,13978,183,dps,0.0
604,BG14,Alliance,Death Knight,1,7,15,15382,8608,504,dps,1.0
605,BG14,Horde,Druid,2,4,22,29908,3776,189,dps,0.0
606,BG14,Horde,Death Knight,4,4,18,22348,12307,180,dps,0.0
607,BG14,Horde,Rogue,1,5,13,11851,2518,165,dps,0.0
608,BG14,Horde,Paladin,1,5,17,2312,24190,177,heal,0.0
609,BG15,Horde,Rogue,7,0,25,13547,2293,378,dps,1.0
610,BG15,Horde,Hunter,5,1,28,16167,1690,379,dps,1.0
611,BG15,Horde,Paladin,1,1,8,10903,4449,485,dps,1.0
612,BG15,Alliance,Priest,0,2,2,1130,13428,139,heal,0.0
613,BG15,Alliance,Rogue,0,3,1,964,2071,139,dps,0.0
614,BG15,Horde,Shaman,0,0,28,3740,36886,527,heal,1.0
615,BG15,Horde,Rogue,1,0,20,13687,1538,361,dps,1.0
616,BG15,Alliance,Hunter,1,1,2,2666,402,110,dps,0.0
617,BG15,Alliance,Rogue,0,2,4,3686,3172,144,dps,0.0
618,BG15,Horde,Paladin,7,0,26,21372,7173,371,dps,1.0
619,BG15,Alliance,Mage,1,5,3,13910,8891,141,dps,0.0
620,BG15,Alliance,Rogue,1,6,3,16141,2741,144,dps,0.0
621,BG15,Alliance,Warlock,0,4,3,23924,17004,141,dps,0.0
622,BG15,Horde,Rogue,0,2,17,8964,854,505,dps,1.0
623,BG15,Horde,Warlock,4,0,27,21642,9028,523,dps,1.0
624,BG15,Alliance,Shaman,1,5,3,7476,2542,134,dps,0.0
625,BG15,Alliance,Priest,1,2,2,9393,8427,139,dps,0.0
626,BG15,Horde,Druid,3,0,24,14931,3200,517,dps,1.0
627,BG15,Alliance,Druid,0,1,1,3326,801,137,dps,0.0
628,BG15,Horde,Paladin,4,1,23,17228,7512,374,dps,1.0
629,BG16,Alliance,Druid,0,4,9,524,23763,145,heal,0.0
630,BG16,Horde,Death Knight,5,1,27,25186,14420,523,dps,1.0
631,BG16,Horde,Demon Hunter,1,4,22,18539,594,364,dps,1.0
632,BG16,Alliance,Demon Hunter,1,3,9,13985,2410,144,dps,0.0
633,BG16,Alliance,Mage,0,5,9,14465,6638,144,dps,0.0
634,BG16,Horde,Shaman,0,2,27,3469,31656,523,heal,1.0
635,BG16,Alliance,Death Knight,1,3,10,11823,5543,147,dps,0.0
636,BG16,Alliance,Druid,0,2,5,263,19462,135,heal,0.0
637,BG16,Horde,Paladin,6,2,11,21348,7193,365,dps,1.0
638,BG16,Alliance,Druid,1,1,8,16602,3269,142,dps,0.0
639,BG16,Horde,Demon Hunter,1,0,12,15571,3013,495,dps,1.0
640,BG16,Horde,Mage,3,0,25,8107,3011,370,dps,1.0
641,BG16,Alliance,Rogue,1,2,5,6613,1813,135,dps,0.0
642,BG16,Horde,Demon Hunter,5,2,26,23585,5757,371,dps,1.0
643,BG16,Alliance,Paladin,3,3,12,17675,5534,152,dps,0.0
644,BG16,Horde,Rogue,2,1,16,7612,2420,503,dps,1.0
645,BG16,Alliance,Hunter,2,5,8,16273,3274,143,dps,0.0
646,BG16,Horde,Demon Hunter,8,0,32,28829,4829,385,dps,1.0
647,BG16,Alliance,Warrior,2,5,5,16207,5416,137,dps,0.0
648,BG16,Horde,Priest,1,1,29,8091,13856,379,heal,1.0
649,TK1,Alliance,Death Knight,6,3,58,25925,11314,554,dps,1.0
650,TK1,Alliance,Mage,6,2,57,28438,5258,251,dps,1.0
651,TK1,Alliance,Druid,8,3,55,45584,7932,547,dps,1.0
652,TK1,Alliance,Shaman,0,0,59,7664,54796,405,heal,1.0
653,TK1,Horde,Warrior,2,6,12,32693,7929,185,dps,0.0
654,TK1,Alliance,Paladin,8,0,63,36252,11032,413,dps,1.0
655,TK1,Alliance,Druid,0,0,63,519,112000,563,heal,1.0
656,TK1,Horde,Warlock,0,7,11,26600,16275,183,dps,0.0
657,TK1,Horde,Mage,0,8,11,29222,19680,183,dps,0.0
658,TK1,Horde,Paladin,1,8,13,30888,4536,187,dps,0.0
659,TK1,Horde,Demon Hunter,3,6,12,53560,3941,185,dps,0.0
660,TK1,Horde,Shaman,1,7,13,4277,26203,187,heal,0.0
661,TK1,Horde,Hunter,3,4,14,55258,1439,189,dps,0.0
662,TK1,Alliance,Warlock,7,2,53,30572,25501,396,dps,1.0
663,TK1,Alliance,Warrior,12,1,59,50490,11310,555,dps,1.0
664,TK1,Horde,Demon Hunter,4,7,11,44185,4955,183,dps,0.0
665,TK1,Alliance,Paladin,3,3,62,21305,5853,561,dps,1.0
666,TK1,Horde,Monk,0,4,11,182,19596,183,heal,0.0
667,TK1,Horde,Warlock,0,6,12,7665,7230,185,dps,0.0
668,TK1,Alliance,Rogue,12,0,63,40777,2773,413,dps,1.0
669,TK2,Alliance,Warrior,7,3,39,47600,15357,562,dps,1.0
670,TK2,Alliance,Druid,0,0,40,727,98081,789,heal,1.0
671,TK2,Horde,Monk,0,4,11,4183,77442,157,heal,0.0
672,TK2,Horde,Death Knight,1,3,14,36888,7085,163,dps,0.0
673,TK2,Horde,Druid,1,7,9,43025,5737,153,dps,0.0
674,TK2,Alliance,Paladin,7,0,40,79804,11908,564,dps,1.0
675,TK2,Horde,Shaman,0,3,9,6092,28164,153,heal,0.0
676,TK2,Alliance,Warrior,9,2,38,58892,13942,784,dps,1.0
677,TK2,Alliance,Hunter,1,3,35,30043,1733,551,dps,1.0
678,TK2,Horde,Warlock,1,1,10,54384,15453,145,dps,0.0
679,TK2,Horde,Warrior,4,6,13,51673,3985,161,dps,0.0
680,TK2,Horde,Warrior,1,4,14,43972,21916,163,dps,0.0
681,TK2,Horde,Warrior,3,5,10,52674,5553,155,dps,0.0
682,TK2,Alliance,Druid,1,0,40,2881,76860,564,heal,1.0
683,TK2,Alliance,Mage,4,0,40,39389,2558,564,dps,1.0
684,TK2,Horde,Warrior,1,6,10,40636,7398,155,dps,0.0
685,TK2,Alliance,Death Knight,5,2,39,46325,38957,787,dps,1.0
686,TK2,Horde,Shaman,0,0,6,420,21512,147,heal,0.0
687,TK2,Alliance,Death Knight,2,3,37,52797,10996,556,dps,1.0
688,TK2,Alliance,Druid,4,2,35,55274,10055,551,dps,1.0
689,TK3,Alliance,Paladin,1,3,19,28403,9156,260,dps,0.0
690,TK3,Horde,Demon Hunter,4,4,36,33317,8092,532,dps,1.0
691,TK3,Horde,Demon Hunter,3,2,41,15656,3075,542,dps,1.0
692,TK3,Horde,Mage,4,1,42,32779,8813,544,dps,1.0
693,TK3,Horde,Death Knight,5,2,38,27892,21767,536,dps,1.0
694,TK3,Alliance,Shaman,2,7,16,31373,2979,250,dps,0.0
695,TK3,Horde,Warlock,6,4,35,34928,21698,380,dps,1.0
696,TK3,Horde,Hunter,6,2,40,36875,3791,540,dps,1.0
697,TK3,Alliance,Monk,4,6,20,40171,15493,262,dps,0.0
698,TK3,Horde,Shaman,0,3,36,9444,115000,532,heal,1.0
699,TK3,Alliance,Mage,3,5,14,80459,25562,243,dps,0.0
700,TK3,Alliance,Warrior,6,6,18,58965,10083,261,dps,0.0
701,TK3,Alliance,Demon Hunter,2,3,21,18810,10863,267,dps,0.0
702,TK3,Alliance,Warrior,1,2,7,27430,3198,163,dps,0.0
703,TK3,Alliance,Warlock,1,2,4,14054,3579,154,dps,0.0
704,TK3,Horde,Demon Hunter,5,2,38,42652,6062,536,dps,1.0
705,TK3,Alliance,Paladin,2,4,17,17365,6644,256,dps,0.0
706,TK3,Alliance,Rogue,1,5,18,40260,1691,258,dps,0.0
707,TK3,Horde,Warlock,3,3,42,38129,18149,544,dps,1.0
708,TK3,Horde,Paladin,6,0,44,56388,19717,548,dps,1.0
709,TK4,Alliance,Paladin,15,3,51,110000,25344,406,dps,0.0
710,TK4,Alliance,Warlock,12,2,53,107000,33890,414,dps,0.0
711,TK4,Horde,Shaman,10,4,41,89306,13354,535,dps,1.0
712,TK4,Alliance,Hunter,9,5,48,111000,8083,399,dps,0.0
713,TK4,Horde,Paladin,8,6,39,71519,14853,531,dps,1.0
714,TK4,Horde,Warrior,8,5,41,57200,10280,385,dps,1.0
715,TK4,Horde,Druid,7,7,38,56858,4410,529,dps,1.0
716,TK4,Alliance,Death Knight,6,3,51,62616,20198,406,dps,0.0
717,TK4,Alliance,Death Knight,5,7,45,52500,14125,391,dps,0.0
718,TK4,Horde,Mage,4,4,41,75821,18728,535,dps,1.0
719,TK4,Alliance,Warrior,3,7,40,49141,5890,378,dps,0.0
720,TK4,Horde,Rogue,3,5,38,58952,3635,529,dps,1.0
721,TK4,Horde,Druid,2,6,34,24641,9937,521,dps,1.0
722,TK4,Alliance,Mage,2,6,42,40390,12718,388,dps,0.0
723,TK4,Alliance,Priest,1,1,54,32768,95948,417,heal,0.0
724,TK4,Horde,Shaman,0,8,35,10532,109000,523,heal,1.0
725,TK4,Alliance,Paladin,0,5,44,8162,31777,391,heal,0.0
726,TK4,Horde,Death Knight,0,5,35,30200,50294,373,dps,1.0
727,TK4,Alliance,Mage,0,4,41,33043,5391,383,dps,0.0
728,TK4,Horde,Druid,0,4,38,842,98411,379,heal,1.0
729,TK5,Alliance,Hunter,5,2,27,52828,4933,337,dps,0.0
730,TK5,Horde,Demon Hunter,8,1,56,78372,9397,563,dps,1.0
731,TK5,Alliance,Demon Hunter,2,8,17,67018,13042,309,dps,0.0
732,TK5,Horde,Warrior,11,3,50,61415,14373,401,dps,1.0
733,TK5,Horde,Demon Hunter,7,5,48,44773,6194,395,dps,1.0
734,TK5,Alliance,Death Knight,4,7,19,47193,17033,308,dps,0.0
735,TK5,Alliance,Druid,4,3,26,85965,12005,336,dps,0.0
736,TK5,Horde,Warlock,4,5,49,53797,32985,393,dps,1.0
737,TK5,Horde,Shaman,0,4,52,19266,76639,555,heal,1.0
738,TK5,Alliance,Mage,0,7,21,16805,5233,318,dps,0.0
739,TK5,Alliance,Priest,0,6,19,2014,20466,309,heal,0.0
740,TK5,Alliance,Shaman,1,3,26,50143,13530,334,dps,0.0
741,TK5,Horde,Druid,1,5,41,23257,10814,531,dps,1.0
742,TK5,Horde,Priest,3,0,56,20153,152000,413,heal,1.0
743,TK5,Horde,Rogue,5,3,52,57792,2635,551,dps,1.0
744,TK5,Horde,Druid,3,3,49,16615,12417,549,dps,1.0
745,TK5,Alliance,Priest,2,5,22,14164,51093,323,heal,0.0
746,TK5,Alliance,Warrior,5,7,20,66317,12336,317,dps,0.0
747,TK5,Alliance,Warrior,2,7,22,56111,6297,318,dps,0.0
748,TK5,Horde,Warrior,15,0,56,88713,14976,413,dps,1.0
749,TK6,Alliance,Demon Hunter,4,6,19,40144,2364,165,dps,0.0
750,TK6,Horde,Mage,0,2,37,19317,4111,520,dps,1.0
751,TK6,Alliance,Paladin,1,5,20,1450,21173,169,heal,0.0
752,TK6,Alliance,Warlock,3,3,25,24614,11955,179,dps,0.0
753,TK6,Alliance,Mage,0,4,16,24478,5175,157,dps,0.0
754,TK6,Horde,Mage,3,3,37,16050,5989,518,dps,1.0
755,TK6,Horde,Warrior,3,2,39,18658,10170,522,dps,1.0
756,TK6,Horde,Shaman,0,2,39,4783,49940,522,heal,1.0
757,TK6,Horde,Rogue,7,2,35,21936,4953,366,dps,1.0
758,TK6,Alliance,Demon Hunter,1,6,16,12232,4278,163,dps,0.0
759,TK6,Alliance,Death Knight,2,4,23,23452,24221,173,dps,0.0
760,TK6,Horde,Rogue,7,2,36,16219,4135,516,dps,1.0
761,TK6,Horde,Mage,6,3,39,25811,5031,522,dps,1.0
762,TK6,Horde,Warlock,7,2,39,25832,16403,374,dps,1.0
763,TK6,Alliance,Hunter,5,4,23,15034,1119,173,dps,0.0
764,TK6,Alliance,Druid,0,2,18,417,593,165,heal,0.0
765,TK6,Alliance,Rogue,5,3,21,15941,3727,167,dps,0.0
766,TK6,Horde,Warrior,5,5,37,16834,0,368,dps,1.0
767,TK6,Horde,Rogue,2,2,41,18018,3654,528,dps,1.0
768,TK6,Alliance,Warlock,2,4,23,8873,11163,173,dps,0.0
769,TK7,Horde,Rogue,4,2,30,21243,2127,508,dps,1.0
770,TK7,Alliance,Druid,7,4,28,29090,7893,193,dps,0.0
771,TK7,Horde,Rogue,2,3,35,18594,1540,368,dps,1.0
772,TK7,Horde,Warrior,10,3,34,23982,982,366,dps,1.0
773,TK7,Alliance,Druid,0,2,29,657,29445,195,heal,0.0
774,TK7,Alliance,Mage,2,5,25,18870,4399,187,dps,0.0
775,TK7,Horde,Warrior,6,3,33,29098,1119,364,dps,1.0
776,TK7,Horde,Shaman,0,4,33,7964,36776,513,heal,1.0
777,TK7,Alliance,Shaman,0,7,24,459,21956,185,heal,0.0
778,TK7,Alliance,Demon Hunter,8,4,28,39718,4707,193,dps,0.0
779,TK7,Horde,Druid,2,2,34,11218,2420,365,dps,1.0
780,TK7,Alliance,Rogue,4,1,30,15663,1121,197,dps,0.0
781,TK7,Alliance,Druid,1,2,30,408,33430,197,heal,0.0
782,TK7,Alliance,Shaman,0,0,30,7165,35460,197,heal,0.0
783,TK7,Horde,Demon Hunter,5,4,34,54877,2465,366,dps,1.0
784,TK7,Horde,Monk,3,3,30,33851,10463,507,dps,1.0
785,TK7,Horde,Warrior,3,3,33,22460,2094,513,dps,1.0
786,TK7,Horde,Monk,0,3,34,811,29869,515,heal,1.0
787,TK7,Alliance,Warrior,7,5,29,18734,743,195,dps,0.0
788,TK7,Alliance,Demon Hunter,0,4,29,14271,6498,195,dps,0.0
789,TK8,Alliance,Paladin,0,0,46,776,44074,389,heal,1.0
790,TK8,Horde,Demon Hunter,1,5,12,22140,3990,136,dps,0.0
791,TK8,Alliance,Warlock,5,0,46,23575,9552,453,dps,1.0
792,TK8,Alliance,Demon Hunter,5,1,43,14415,4208,383,dps,1.0
793,TK8,Alliance,Demon Hunter,2,3,41,11999,954,379,dps,1.0
794,TK8,Alliance,Rogue,7,2,41,15652,680,529,dps,1.0
795,TK8,Horde,Shaman,0,6,11,2161,10910,134,heal,0.0
796,TK8,Horde,Shaman,0,5,8,1813,789,128,dps,0.0
797,TK8,Horde,Rogue,2,6,11,11151,1511,135,dps,0.0
798,TK8,Alliance,Hunter,3,2,45,23767,16689,445,dps,1.0
799,TK8,Alliance,Warrior,8,2,39,9592,2314,375,dps,1.0
800,TK8,Horde,Mage,1,6,9,14868,684,130,dps,0.0
801,TK8,Horde,Rogue,0,3,11,6714,858,135,dps,0.0
802,TK8,Alliance,Rogue,3,2,39,11241,1791,435,dps,1.0
803,TK8,Alliance,Paladin,7,0,46,23275,7033,389,dps,1.0
804,TK8,Horde,Warlock,2,4,9,22391,9911,130,dps,0.0
805,TK8,Horde,Rogue,5,5,13,20230,3127,139,dps,0.0
806,TK8,Alliance,Warrior,6,1,43,21528,3270,442,dps,1.0
807,TK8,Horde,Mage,2,4,13,11738,6312,139,dps,0.0
808,TK9,Horde,Monk,10,7,26,37017,1028,232,dps,0.0
809,TK9,Alliance,Mage,1,2,51,23153,4868,409,dps,1.0
810,TK9,Horde,Rogue,4,6,25,14648,1417,230,dps,0.0
811,TK9,Alliance,Paladin,2,5,40,14447,4293,400,dps,1.0
812,TK9,Alliance,Warrior,4,3,51,20146,954,409,dps,1.0
813,TK9,Horde,Hunter,2,5,28,24702,5084,236,dps,0.0
814,TK9,Horde,Warrior,3,7,20,14067,1804,220,dps,0.0
815,TK9,Alliance,Mage,7,1,59,26239,3853,425,dps,1.0
816,TK9,Horde,Demon Hunter,2,5,26,32412,5569,232,dps,0.0
817,TK9,Alliance,Death Knight,7,6,51,27515,13645,559,dps,1.0
818,TK9,Horde,Shaman,1,2,12,6719,1310,138,dps,0.0
819,TK9,Horde,Shaman,1,6,27,4967,31241,234,heal,0.0
820,TK9,Alliance,Shaman,12,3,52,31495,11740,411,dps,1.0
821,TK9,Alliance,Rogue,6,3,54,27217,1183,565,dps,1.0
